gene	chrom	start	end	strand
CPTP	1	1260181	1264276	+
CPVL	7	29034253	29235067	-
CPXCR1	X	88002225	88009785	+
CPXM1	20	2774719	2781273	-
CPXM2	10	125505154	125651323	-
CPZ	4	8594386	8621488	+
CR1	1	207669501	207815110	+
CR1L	1	207818477	207897048	+
CR2	1	207627672	207663237	+
CRABP1	15	78632694	78640567	+
CRABP2	1	156669399	156675608	-
CRACD	4	57036360	57196890	+
CRACDL	2	99410308	99552688	-
CRACR2A	12	3724493	3862275	-
CRACR2B	11	827918	831991	+
CRADD	12	94071146	94288616	+
CRAMP1	16	1662360	1727909	+
CRAT	9	131857072	131873072	-
CRAT37	15	92006568	92038080	+
CRB1	1	197170633	197447585	+
CRB2	9	126118475	126142605	+
CRB3	19	6463787	6467230	+
CRBN	3	3191316	3221401	-
CRCP	7	65579804	65619553	+
CRCT1	1	152486957	152488484	+
CREB1	2	208394685	208470712	+
CREB3	9	35732662	35736996	+
CREB3L1	11	46299212	46342944	+
CREB3L2	7	137559724	137686832	-
CREB3L2-AS1	7	137638093	137642712	+
CREB3L3	19	4153627	4173051	+
CREB3L4	1	153940377	153946834	+
CREB5	7	28338939	28865511	+
CREBBP	16	3775055	3930714	-
CREBL2	12	12764809	12798042	+
CREBRF	5	172483354	172566285	+
CREBZF	11	85369034	85393906	-
CREG1	1	167510250	167522999	-
CREG2	2	101962011	102003965	-
CRELD1	3	9975517	9987090	+
CRELD2	22	50312281	50321185	+
CREM	10	35415768	35501886	+
CRH	8	67088610	67090699	-
CRHBP	5	76248869	76265296	+
CRHR1	17	43861645	43913194	+
CRHR2	7	30691557	30739719	-
CRIM1	2	36582920	36778278	+
CRIM1-DT	2	36581891	36582713	-
CRIP1	14	105953222	105955284	+
CRIP2	14	105939281	105946507	+
CRIP3	6	43273209	43276564	-
CRIPT	2	46844353	46857315	+
CRISP1	6	49801980	49844809	-
CRISP2	6	49660070	49681303	-
CRISP3	6	49695090	49712168	-
CRISPLD1	8	75896739	75946793	+
CRISPLD2	16	84853590	84943114	+
CRK	17	1323990	1359526	-
CRKL	22	21271694	21308035	+
CRLF1	19	18704046	18717609	-
CRLF3	17	29109701	29151778	-
CRLS1	20	5986583	6020697	+
CRMP1	4	5822490	5894813	-
CRNDE	16	54952776	54963101	-
CRNKL1	20	20015004	20036690	-
CRNN	1	152381718	152386739	-
CROCC	1	17248425	17299455	+
CROCC2	2	241845752	241932728	+
CROCCP2	1	16944750	16957401	-
CROCCP3	1	16793930	16819196	-
CROT	7	86974979	87029110	+
CRP	1	159682078	159684379	-
CRPPA	7	16127149	16461163	-
CRPPA-AS1	7	16250110	16310229	+
CRSP8P	5	79646423	79647785	-
CRTAC1	10	99624756	99790585	-
CRTAM	11	122709207	122743351	+
CRTAP	3	33155505	33189265	+
CRTC1	19	18794489	18893143	+
CRTC2	1	153920151	153931088	-
CRTC3	15	91073154	91188577	+
CRTC3-AS1	15	91163240	91260371	-
CRX	19	48325193	48346581	+
CRY1	12	107385142	107487327	-
CRY2	11	45868668	45904799	+
CRYAA	21	44589117	44592920	+
CRYAA2	21	44589142	44592915	+
CRYAB	11	111779287	111794464	-
CRYBA1	17	27573876	27581502	+
CRYBA2	2	219854911	219858144	-
CRYBA4	22	27017926	27026633	+
CRYBB1	22	26995241	27013991	-
CRYBB2	22	25615605	25627836	+
CRYBB2P1	22	25844053	25857645	+
CRYBB3	22	25595824	25603326	+
CRYBG1	6	106808591	107019892	+
CRYBG2	1	26648349	26680621	-
CRYBG3	3	97540854	97663828	+
CRYGA	2	209025463	209028313	-
CRYGB	2	209007296	209010882	-
CRYGC	2	208992860	208994552	-
CRYGD	2	208986330	208989248	-
CRYGN	7	151125917	151137899	-
CRYGS	3	186256231	186262169	-
CRYL1	13	20977805	21100012	-
CRYM	16	21269841	21314383	-
CRYM-AS1	16	21312169	21329912	+
CRYZ	1	75171171	75199092	-
CRYZL1	21	34961647	35014047	-
CRYZL2P	1	177975274	178007142	-
CRYZL2P-SEC16B	1	177897923	178007142	-
CS	12	56665482	56694114	-
CSAD	12	53551446	53574709	-
CSAG1	X	151903241	151909518	+
CSAG3	X	151876742	151928738	-
CSAG4	X	151895977	151903136	-
CSDC2	22	41957013	41972670	+
CSDE1	1	115259533	115300671	-
CSE1L	20	47662782	47713497	+
CSE1L-AS1	20	47656999	47662593	-
CSF1	1	110453470	110473614	+
CSF1R	5	149432853	149492935	-
CSF2	5	131409481	131411863	+
CSF2RB	22	37309669	37336479	+
CSF3	17	38171692	38174066	+
CSF3R	1	36931643	36948915	-
CSGALNACT1	8	19261671	19615540	-
CSGALNACT2	10	43633892	43680754	+
CSH1	17	61972277	61973934	-
CSH2	17	61949371	61951089	-
CSHL1	17	61986967	61988618	-
CSK	15	75074420	75095539	+
CSKMT	11	62432783	62435580	+
CSMD1	8	2792882	4852436	-
CSMD2	1	33979597	34631443	-
CSMD2-AS1	1	34334556	34351059	+
CSMD3	8	113235157	114449168	-
CSN1S1	4	70796785	70812290	+
CSN1S2AP	4	70933102	70950988	+
CSN1S2BP	4	70999320	71012421	+
CSN2	4	70820973	70826729	-
CSN3	4	71108332	71117145	+
CSNK1A1	5	148872544	148931002	-
CSNK1A1L	13	37677395	37679801	-
CSNK1A1P1	15	37091300	37110707	-
CSNK1D	17	80196894	80231626	-
CSNK1E	22	38686696	38714089	-
CSNK1G1	15	64457723	64648372	-
CSNK1G2	19	1941170	1981336	+
CSNK1G2-AS1	19	1952525	1954548	-
CSNK1G3	5	122847792	122952743	+
CSNK2A1	20	453141	524434	-
CSNK2A2	16	58191811	58232010	-
CSNK2A3	11	11373488	11374797	-
CSNK2B	6	31633656	31637847	+
CSNKA2IP	3	88387605	88516744	+
CSPG4	15	75966662	76005189	-
CSPG4P1Y	Y	26329580	27632852	-
CSPG5	3	47603727	47621730	-
CSPP1	8	67976602	68108849	+
CSRNP1	3	39183341	39196132	-
CSRNP2	12	51454987	51477379	-
CSRNP3	2	166326207	166545917	+
CSRP1	1	201452657	201476251	-
CSRP2	12	77252488	77272799	-
CSRP3	11	19203576	19223530	-
CST1	20	23728198	23731572	-
CST11	20	23431048	23433513	-
CST13P	20	23499782	23522655	+
CST2	20	23804405	23807366	-
CST3	20	23607342	23618592	-
CST4	20	23666276	23669675	-
CST5	20	23856570	23860385	-
CST6	11	65779478	65780976	+
CST7	20	24929904	24940564	+
CST8	20	23471753	23476647	+
CST9	20	23583046	23586554	-
CST9L	20	23545369	23549121	-
CSTA	3	122044094	122060815	+
CSTB	21	45193830	45196189	-
CSTF1	20	54967426	54981418	+
CSTF2	X	100075351	100096509	+
CSTF2T	10	53455245	53459355	-
CSTF3	11	33106129	33183037	-
CSTF3-DT	11	33183202	33213142	+
CSTL1	20	23420321	23425567	+
CT45A1	X	134847184	134891539	+
CT45A10	X	134945963	134975595	-
CT45A2	X	134866213	134874561	+
CT45A3	X	134883487	134891634	+
CT45A5	X	134866213	134874561	+
CT45A6	X	134866175	134891539	+
CT45A7	X	134847385	134971043	+
CT45A8	X	134866213	134874249	+
CT45A9	X	134866213	134874608	+
CT47A1	X	120011344	120119638	-
CT47A10	X	120011344	120119638	-
CT47A11	X	120011344	120119638	-
CT47A12	X	120011344	120119638	-
CT47A2	X	120011344	120119638	-
CT47A3	X	120011344	120119638	-
CT47A4	X	120011344	120119638	-
CT47A5	X	120011344	120119638	-
CT47A6	X	120067694	120119638	-
CT47A7	X	120087136	120090454	-
CT47A8	X	120011344	120119638	-
CT47A9	X	120011344	120119638	-
CT47B1	X	120006451	120009779	-
CT55	X	134290460	134305751	-
CT62	15	71402582	71407843	-
CT66	7	69059789	69062610	-
CT69	6	134750167	134800035	-
CT75	2	223183189	223222629	+
CT83	X	115592852	115594137	-
CTAG1A	X	153813396	153847543	+
CTAG1B	X	153813417	153847522	-
CTAG2	X	153880245	153881853	-
CTAGE1	18	19993561	19997878	-
CTAGE10P	13	50464544	50467516	+
CTAGE11P	13	75811888	75814517	-
CTAGE15	7	143268893	143271480	+
CTAGE4	7	143880547	143966392	+
CTAGE6	7	143452181	143454789	-
CTAGE7P	10	131904272	131907101	+
CTAGE8	7	143880062	143966877	+
CTAGE9	6	132029580	132032157	-
CTB-178M22.2	5	167656587	167659377	-
CTBP1	4	1205232	1244143	-
CTBP1-AS	4	1203907	1212379	+
CTBP1-DT	4	1243227	1246795	+
CTBP2	10	126672885	126849599	-
CTBS	1	85015293	85040123	-
CTC-338M12.4	5	180673540	180684587	+
CTC1	17	8128132	8151374	-
CTCF	16	67596428	67673088	+
CTCFL	20	56071020	56100708	-
CTD-2194D22.4	5	1887444	1900604	+
CTD-2297D10.2	5	5132197	5140167	-
CTD-2350J17.1	5	15602297	15615111	-
CTD-3080P12.3	5	1173210	1178720	-
CTDNEP1	17	7146910	7155297	-
CTDP1	18	77439802	77516625	+
CTDSP1	2	219262955	219270664	+
CTDSP2	12	58213709	58240512	-
CTDSPL	3	37903370	38025960	+
CTDSPL2	15	44719826	44821236	+
CTF1	16	30907934	30914881	+
CTH	1	70876900	70905534	+
CTHRC1	8	104383765	104395217	+
CTIF	18	46065401	46389586	+
CTLA4	2	204732493	204738688	+
CTNNA1	5	138089074	138270723	+
CTNNA2	2	79740059	80875988	+
CTNNA2-AS1	2	79720841	79727970	-
CTNNA3	10	67672275	69455953	-
CTNNAL1	9	111704856	111775779	-
CTNNB1	3	41240995	41281934	+
CTNNBIP1	1	9908333	9970327	-
CTNNBL1	20	36322356	36500531	+
CTNND1	11	57529273	57587012	+
CTNND2	5	10971948	11904558	-
CTNS	17	3539761	3566397	+
CTPS1	1	41445367	41478237	+
CTPS2	X	16606121	16731033	-
CTR9	11	10772792	10801293	+
CTRB1	16	75252885	75258822	+
CTRB2	16	75238000	75241059	-
CTRC	1	15764938	15775737	+
CTRL	16	67963476	67965765	-
CTSA	20	44518782	44527458	+
CTSB	8	11700033	11725596	-
CTSC	11	88026759	88070904	-
CTSD	11	1773984	1785157	-
CTSE	1	206317472	206332104	+
CTSF	11	66330934	66336077	-
CTSG	14	25042723	25045456	-
CTSH	15	79213400	79237440	-
CTSK	1	150768683	150780736	-
CTSL	9	90341033	90346384	+
CTSL3P	9	90387829	90401799	+
CTSLP2	10	47270680	48158691	-
CTSLP8	9	90459659	90462339	+
CTSO	4	156845269	156875018	-
CTSS	1	150702663	150738254	-
CTSV	9	99791958	99801925	-
CTSW	11	65647307	65651212	+
CTSZ	20	57570239	57582309	-
CTTN	11	70244611	70282690	+
CTTNBP2	7	117350705	117513495	-
CTTNBP2NL	1	112938835	113003786	+
CTU1	19	51600862	51611666	-
CTU2	16	88772910	88781804	+
CTXN1	19	7989375	7991020	-
CTXN2	15	48470634	48495953	+
CTXN3	5	126984712	126994322	+
CTXND1	15	80487822	80544555	-
CTXND2	1	150859728	150885768	+
CUBN	10	16865964	17171810	-
CUEDC1	17	55938603	56032773	-
CUEDC2	10	104183005	104192331	-
CUL1	7	148394847	148498202	+
CUL2	10	35297478	35379542	-
CUL3	2	225334866	225450114	-
CUL4A	13	113862506	113921422	+
CUL4B	X	119657712	119709684	-
CUL5	11	107879623	107978486	+
CUL7	6	43005354	43021589	-
CUL9	6	43149933	43192325	+
CUTA	6	33384218	33385884	-
CUTALP	9	123605352	123616651	+
CUTC	10	101491990	101515891	+
CUX1	7	101459286	101927250	+
CUX2	12	111471968	111788358	+
CUZD1	10	124591673	124605373	-
CWC15	11	94695784	94706776	-
CWC22	2	180809602	180872024	-
CWC25	17	36956686	36981603	-
CWC27	5	64064744	64314590	+
CWF19L1	10	101992054	102027395	-
CWF19L2	11	107197070	107328572	-
CWH43	4	48988291	49064095	+
CX3CL1	16	57406401	57418956	+
CX3CR1	3	39304984	39323226	-
CXADR	21	18885223	18965897	+
CXADRP2	15	22014420	22016878	-
CXADRP3	18	14477950	14498705	-
CXCL1	4	74735109	74737025	+
CXCL10	4	76942270	76944650	-
CXCL11	4	76954839	76957223	-
CXCL12	10	44865612	44880545	-
CXCL13	4	78432906	78532988	+
CXCL14	5	134906370	134914681	-
CXCL16	17	4636827	4643223	-
CXCL17	19	42932437	42947098	-
CXCL2	4	74962756	74964912	-
CXCL3	4	74902307	74904406	-
CXCL5	4	74861358	74864394	-
CXCL6	4	74702394	74704477	+
CXCL8	4	74606285	74609433	+
CXCL9	4	76922427	76928662	-
CXCR1	2	219027563	219031685	-
CXCR2	2	218990016	219001974	+
CXCR2P1	2	218923877	218926013	-
CXCR3	X	70835768	70838361	-
CXCR4	2	136871918	136875719	-
CXCR5	11	118754600	118768496	+
CXCR6	3	45984955	45989842	+
CXXC1	18	47808712	47814692	-
CXXC1P1	X	47566589	47596027	+
CXXC4	4	105389466	105416051	-
CXXC4-AS1	4	105412121	105618749	+
CXXC5	5	139026883	139063470	+
CXXC5-AS1	5	139028583	139029313	-
CXorf38	X	40486172	40506813	-
CXorf49	X	70934223	70987051	+
CXorf49B	X	70934223	70987051	-
CXorf51A	X	145891301	145896249	+
CXorf51B	X	145891288	145896262	+
CXorf56	X	118672111	118699372	-
CXorf58	X	23926122	23957626	+
CXorf65	X	70323738	70326590	-
CXorf66	X	139037887	139047680	-
CYB561	17	61509664	61523667	-
CYB561A3	11	61116216	61129755	-
CYB561D1	1	110036657	110043063	+
CYB561D2	3	50388292	50405628	+
CYB5A	18	71918080	71959198	-
CYB5B	16	69458521	69500167	+
CYB5D1	17	7761320	7765600	+
CYB5D2	17	4046461	4060995	+
CYB5R1	1	202931001	202936385	-
CYB5R2	11	7686325	7695498	-
CYB5R3	22	43013845	43045398	-
CYB5R4	6	84569407	84677142	+
CYB5RL	1	54635330	54665774	-
CYBA	16	88709696	88717461	-
CYBB	X	37639311	37672714	+
CYBC1	17	80400461	80408628	-
CYBRD1	2	172378742	172414639	+
CYC1	8	145149978	145152428	+
CYCS	7	25158274	25164879	-
CYCSP52	1	157098153	157098463	+
CYFIP1	15	22892169	23006015	+
CYFIP2	5	156693132	156822602	+
CYGB	17	74523437	74533791	-
CYHR1	8	145674964	145691084	-
CYLC1	X	83116133	83141708	+
CYLC2	9	105757614	105780770	+
CYLD	16	50775996	50835846	+
CYMP	1	111023387	111033891	+
CYMP-AS1	1	111030301	111032880	-
CYP11A1	15	74630102	74659987	-
CYP11B1	8	143953772	143961241	-
CYP11B2	8	143991974	143999259	-
CYP17A1	10	104590287	104597170	-
CYP19A1	15	51500253	51630793	-
CYP1A1	15	75011882	75017869	-
CYP1A2	15	75041185	75048948	+
CYP1B1	2	38294652	38303293	-
CYP1B1-AS1	2	38358246	38408993	+
CYP20A1	2	204103740	204170749	+
CYP21A1P	6	31973412	31976686	+
CYP21A2	6	32006191	32009421	+
CYP24A1	20	52769984	52790525	-
CYP26A1	10	94833231	94837642	+
CYP26B1	2	72356366	72374991	-
CYP26C1	10	94820554	94829297	+
CYP27A1	2	219646869	219680016	+
CYP27B1	12	58156116	58160861	-
CYP27C1	2	127941409	127977875	-
CYP2A13	19	41594355	41602100	+
CYP2A6	19	41349445	41356352	-
CYP2A7	19	41381343	41388657	-
CYP2B6	19	41497186	41524303	+
CYP2B7P	19	41430169	41456565	+
CYP2C18	10	96443485	96495947	+
CYP2C19	10	96522437	96615304	+
CYP2C8	10	96796528	96829254	-
CYP2C9	10	96698414	96749848	+
CYP2D6	22	42522500	42526812	-
CYP2D7	22	42535586	42540484	-
CYP2E1	10	135340866	135352627	+
CYP2F1	19	41620336	41634286	+
CYP2G1P	19	41396730	41406413	+
CYP2J2	1	60358979	60392470	-
CYP2R1	11	14898985	14913777	-
CYP2S1	19	41699123	41713444	+
CYP2T1P	19	41314347	41317005	-
CYP2U1	4	108852704	108874617	+
CYP2U1-AS1	4	108784634	108853275	-
CYP2W1	7	1022816	1029276	+
CYP39A1	6	46517316	46620567	-
CYP3A4	7	99354589	99381807	-
CYP3A43	7	99425635	99463716	+
CYP3A5	7	99245816	99277619	-
CYP3A7	7	99302658	99332819	-
CYP3A7-CYP3A51P	7	99282299	99332819	-
CYP46A1	14	100150634	100193638	+
CYP4A11	1	47394859	47407148	-
CYP4A22	1	47603096	47615399	+
CYP4B1	1	47264717	47285085	+
CYP4F11	19	16023179	16045676	-
CYP4F12	19	15783896	15807984	+
CYP4F2	19	15988832	16008884	-
CYP4F22	19	15619335	15663128	+
CYP4F24P	19	15870143	15890798	-
CYP4F29P	21	15215453	15220685	-
CYP4F3	19	15751706	15773635	+
CYP4F30P	2	131437622	131443435	+
CYP4F35P	18	14337421	14342523	+
CYP4F62P	2	131193234	131199254	-
CYP4F8	19	15726028	15741449	+
CYP4V2	4	187112720	187134617	+
CYP4X1	1	47427035	47516426	+
CYP4Z1	1	47532902	47583990	+
CYP4Z2P	1	47308766	47366147	-
CYP51A1	7	91741462	91764059	-
CYP51A1-AS1	7	91763876	91810039	+
CYP7A1	8	59402736	59412722	-
CYP7B1	8	65499131	65711294	-
CYP8B1	3	42913683	42917371	-
CYREN	7	134777060	134855578	-
CYRIA	2	16730729	16847102	-
CYRIB	8	130851838	131029375	-
CYS1	2	10196925	10220538	-
CYSLTR1	X	77526968	77583188	-
CYSLTR2	13	49228064	49285361	+
CYSRT1	9	140119625	140120767	+
CYSTM1	5	139554772	139623374	+
CYTH1	17	76670128	76778424	-
CYTH2	19	48972464	48985571	+
CYTH3	7	6201410	6312255	-
CYTH4	22	37678548	37711382	+
CYTIP	2	158271130	158300601	-
CYTL1	4	5016313	5021185	-
CYTOR	2	87754945	87821037	+
CYYR1	21	27838534	27945605	-
CYYR1-AS1	21	27765953	27941571	+
CZ1P-ASNS	7	97481428	97601670	-
CZIB	1	53679771	53686311	-
D21S2088E	21	24733425	24757156	-
D2HGDH	2	242674044	242708226	+
DAAM1	14	59655384	59838123	+
DAAM2	6	39760151	39872653	+
DAAM2-AS1	6	39856565	39865156	-
DAB1	1	57460450	59012398	-
DAB1-AS1	1	58326252	58328888	+
DAB2	5	39371775	39425335	-
DAB2IP	9	124329380	124547809	+
DACH1	13	72012097	72441342	-
DACH2	X	85403454	86087605	+
DACT1	14	59100778	59115038	+
DACT2	6	168693509	168720457	-
DACT3	19	47150807	47164439	-
DACT3-AS1	19	47163620	47180713	+
DAD1	14	23033806	23058130	-
DAG1	3	49506135	49573051	+
DAGLA	11	61447862	61514473	+
DAGLB	7	6448746	6487643	-
DALRD3	3	49052920	49058504	-
DANCR	4	53578560	53586864	+
DAND5	19	13080431	13085567	+
DANT1	X	114957296	115021860	+
DANT2	X	114956728	115085444	-
DAO	12	109273867	109294819	+
DAOA	13	106118215	106143383	+
DAOA-AS1	13	106111405	106158030	-
DAP	5	10679341	10761346	-
DAP3	1	155658881	155708800	+
DAPK1	9	90112142	90323549	+
DAPK1-IT1	9	90168368	90169363	+
DAPK2	15	64199234	64338684	-
DAPK3	19	3958450	3971097	-
DAPL1	2	159651828	159672502	+
DAPP1	4	100737983	100791346	+
DARS-AS1	2	136742745	136765112	+
DARS1	2	136663450	136743254	-
DARS2	1	173793810	173827684	+
DAW1	2	228736091	228789059	+
DAXX	6	33286334	33290793	-
DAZ1	Y	25275501	25345239	-
DAZ2	Y	25365603	27053187	+
DAZ3	Y	25365580	27053187	+
DAZ4	Y	25275501	27053187	-
DAZAP1	19	1407584	1435682	+
DAZAP2	12	51632507	51640501	+
DAZL	3	16628300	16646930	-
DBET	4	190985656	190989019	+
DBF4	7	87505807	87538867	+
DBF4B	17	42786032	42829632	+
DBH	9	136501484	136524451	+
DBH-AS1	9	136519708	136522530	-
DBI	2	120124552	120130136	+
DBIL5P	17	655572	658576	+
DBIL5P2	2	63344985	63346677	-
DBN1	5	176883610	176900635	-
DBNDD1	16	90071272	90086298	-
DBNDD2	20	44034632	44039250	+
DBNL	7	44084238	44109055	+
DBP	19	49133286	49140636	-
DBR1	3	137879829	137893763	-
DBT	1	100652474	100715390	-
DBX1	11	20177700	20182021	-
DBX2	12	45408454	45444882	-
DCAF1	3	51433297	51534031	-
DCAF10	9	37800550	37867665	+
DCAF11	14	24583905	24594451	+
DCAF12	9	34086384	34126696	-
DCAF12L1	X	125683365	125686797	-
DCAF12L2	X	125297481	125300272	-
DCAF13	8	104427613	104455680	+
DCAF13P3	15	51236325	51238762	+
DCAF15	19	14063285	14072261	+
DCAF16	4	17795068	17812380	-
DCAF17	2	172290735	172341562	+
DCAF4	14	73393171	73428775	+
DCAF4L1	4	41983772	41988478	+
DCAF4L2	8	88882975	88886243	-
DCAF5	14	69517597	69619914	-
DCAF6	1	167905476	168045081	+
DCAF7	17	61627837	61671628	+
DCAF8	1	160185509	160232339	-
DCAF8L1	X	27996108	27999566	-
DCAF8L2	X	27608460	27768059	+
DCAKD	17	43100705	43138499	-
DCANP1	5	134779903	134783038	-
DCBLD1	6	117803766	117891020	+
DCBLD2	3	98514784	98620539	-
DCC	18	49866566	51062268	+
DCD	12	55038372	55042149	-
DCDC1	11	30885149	31391286	-
DCDC2	6	24171982	24383520	-
DCDC2B	1	32674694	32681797	+
DCDC2C	2	3751164	3895598	+
DCHS1	11	6642560	6677040	-
DCHS2	4	155152893	155412951	-
DCK	4	71859365	71896629	+
DCLK1	13	36342788	36706076	-
DCLK2	4	150999596	151178585	+
DCLK3	3	36753912	36781352	-
DCLRE1A	10	115594483	115614153	-
DCLRE1B	1	114447240	114456708	+
DCLRE1C	10	14939357	14996431	-
DCLRE1CP1	10	15057070	15077424	-
DCN	12	91534260	91576594	-
DCP1A	3	53317448	53381570	-
DCP1B	12	2050756	2113701	-
DCP2	5	112312494	112357892	+
DCPS	11	126173954	126219900	+
DCST1	1	155006281	155023406	+
DCST1-AS1	1	155017667	155036467	-
DCST2	1	154991002	155006257	-
DCSTAMP	8	105352023	105368917	+
DCT	13	95089064	95201660	-
DCTD	4	183811243	183838630	-
DCTN1	2	74588281	74618993	-
DCTN1-AS1	2	74612629	74625795	+
DCTN2	12	57923832	57941114	-
DCTN3	9	34613541	34620520	-
DCTN4	5	150088001	150138657	-
DCTN5	16	23652786	23688793	+
DCTN6	8	30013884	30041155	+
DCTPP1	16	30434935	30441351	-
DCUN1D1	3	182655861	182703706	-
DCUN1D2	13	114110133	114145026	-
DCUN1D3	16	20866246	20911680	-
DCUN1D4	4	52709165	52783003	+
DCUN1D5	11	102921414	102962889	-
DCX	X	110537006	110655420	-
DCXR	17	79993733	79995573	-
DCXR-DT	17	79995793	79997256	+
DDA1	19	17420371	17434106	+
DDAH1	1	85784167	86043883	-
DDAH2	6	31694816	31698040	-
DDB1	11	61066923	61100577	-
DDB2	11	47236492	47260769	+
DDC	7	50526133	50633102	-
DDC-AS1	7	50599456	50611161	+
DDHD1	14	53503472	53620041	-
DDHD2	8	38089008	38120354	+
DDI1	11	103907367	103909924	+
DDI2	1	15943952	15995539	+
DDIAS	11	82612777	82645699	+
DDIT3	12	57910370	57914300	-
DDIT4	10	74033681	74035794	+
DDIT4L	4	101107026	101111625	-
DDN	12	49388931	49393158	-
DDN-AS1	12	49392129	49413023	+
DDO	6	110709523	110736778	-
DDOST	1	20978270	20987862	-
DDR1	6	30850389	30867933	+
DDR2	1	162600652	162757195	+
DDRGK1	20	3170995	3185328	-
DDT	22	24309075	24322019	-
DDTL	22	24309075	24314745	+
DDX1	2	15731991	15771225	+
DDX10	11	108535795	108811653	+
DDX11	12	31226793	31257733	+
DDX11-AS1	12	31173696	31226781	-
DDX11L1	1	11873	14409	+
DDX11L10	16	61554	64090	+
DDX11L2	2	114356604	114361294	-
DDX11L5	9	11986	14525	+
DDX11L9	15	102516760	102519296	-
DDX12P	12	9570286	9600768	-
DDX17	22	38879442	38902316	-
DDX18	2	118572266	118589953	+
DDX19A	16	70380731	70407286	+
DDX19B	16	70323669	70369208	+
DDX20	1	112298522	112310622	+
DDX21	10	70715925	70744825	+
DDX23	12	49223538	49245946	-
DDX24	14	94514632	94547548	-
DDX25	11	125773222	125798738	+
DDX27	20	47835952	47860609	+
DDX28	16	68054821	68057135	-
DDX31	9	135468383	135545788	-
DDX39A	19	14519609	14530195	-
DDX39B	6	31498002	31509780	-
DDX39B-AS1	6	31510080	31510915	+
DDX3X	X	41192560	41223725	+
DDX3Y	Y	15015909	15032390	+
DDX4	5	55033844	55112985	+
DDX41	5	176938577	176943962	-
DDX42	17	61851529	61896677	+
DDX43	6	74104550	74127289	+
DDX46	5	134094468	134166811	+
DDX47	12	12966279	12982915	+
DDX49	19	19030523	19039439	+
DDX5	17	62494371	62502984	-
DDX50	10	70661070	70706603	+
DDX51	12	132621139	132628864	-
DDX52	17	35969789	36003475	-
DDX53	X	23018076	23021706	+
DDX54	12	113594977	113623283	-
DDX55	12	124086645	124105490	+
DDX56	7	44605015	44614137	-
DDX58	9	32455299	32526194	-
DDX59	1	200609932	200639126	-
DDX59-AS1	1	200638634	200663378	+
DDX6	11	118618472	118661873	-
DDX60	4	169137444	169239903	-
DDX60L	4	169277885	169401665	-
DEAF1	11	644219	707083	-
DECR1	8	91013579	91065861	+
DECR2	16	451884	462482	+
DEDD	1	161090763	161102478	-
DEDD2	19	42702749	42724286	-
DEF6	6	35265594	35289548	+
DEF8	16	90015138	90034468	+
DEFA1	8	6835170	6856724	-
DEFA10P	8	6825662	6826635	-
DEFA11P	8	6886122	6887011	-
DEFA1B	8	6835170	6856724	-
DEFA3	8	6873390	6875819	-
DEFA4	8	6793341	6795828	-
DEFA5	8	6912825	6914261	-
DEFA6	8	6782218	6783598	-
DEFA8P	8	6808247	6809121	-
DEFA9P	8	6816810	6817683	-
DEFB1	8	6728113	6735458	-
DEFB103A	8	7286415	7740180	-
DEFB103B	8	7286415	7740180	-
DEFB104A	8	7327829	7698764	-
DEFB104B	8	7327829	7698764	-
DEFB105A	8	7345190	7681412	+
DEFB105B	8	7345200	7681402	-
DEFB106A	8	7340025	7686575	-
DEFB106B	8	7340025	7686575	-
DEFB107A	8	7353367	7673238	+
DEFB107B	8	7353432	7673173	+
DEFB108B	11	71544245	71548754	+
DEFB109A	8	12250792	12257874	-
DEFB109B	8	7170367	7855043	+
DEFB110	6	49976850	49989707	-
DEFB112	6	50009811	50017642	-
DEFB113	6	49936389	49937338	-
DEFB114	6	49927961	49931877	-
DEFB115	20	29845466	29847435	+
DEFB116	20	29891014	29896388	-
DEFB118	20	29956403	29961705	+
DEFB119	20	29964965	29978452	-
DEFB121	20	29992647	30000641	-
DEFB122	20	30009241	30016983	-
DEFB123	20	30028434	30038060	+
DEFB124	20	30053308	30060816	-
DEFB125	20	68312	77735	+
DEFB126	20	123230	126392	+
DEFB127	20	138094	139804	+
DEFB128	20	168493	170352	-
DEFB129	20	207898	210527	+
DEFB130A	8	11921897	12175825	-
DEFB130B	8	11921897	12175825	-
DEFB131A	4	9446259	9452240	+
DEFB131B	11	71589498	71595607	+
DEFB132	20	238364	241736	+
DEFB133	6	49913813	49917157	-
DEFB134	8	11850685	11858261	-
DEFB135	8	11839829	11842099	+
DEFB136	8	11831445	11832108	-
DEFB4A	8	7752198	7754238	+
DEFB4B	8	7272384	7274354	-
DEFT1P	8	6844699	6866346	-
DEFT1P2	8	6844699	6866346	-
DEGS1	1	224370941	224381142	+
DEGS2	14	100610293	100625982	-
DEK	6	18224090	18264761	-
DELE1	5	141303435	141321612	+
DELEC1	9	117904096	118164923	+
DENND10	10	120863624	120897496	+
